Time,Rain Rate (mm/hr),Attenuation (dB)
7.29504000,1.13725480,2.33718200
7.29532000,1.12020800,2.27614380
7.29560000,1.20266710,2.35704640
7.29588000,1.23457350,2.22870250
7.29616000,1.23541800,2.20247490
7.29644000,1.22179510,2.29830060
7.29672000,1.24880270,2.31964780
7.29700000,1.20603520,2.38240310
7.29728000,1.16339110,2.27791180
7.29756000,1.16216150,2.10374470
7.29784000,1.20791300,2.18445740
7.29812000,1.17772230,2.23293870
7.29840000,1.16546930,2.24673820
7.29868000,1.16939110,2.26916200
7.29896000,1.11933500,2.27231330
7.29924000,1.11892380,2.40173530
7.29952000,1.16189580,2.45553750
7.29980000,1.11588230,2.39789390
7.30008000,1.20483900,2.41476520
7.30036000,1.25502140,2.21122420
7.30064000,1.22830730,2.38926150
7.30092000,1.26268070,2.17940770
7.30120000,1.22160130,2.37815240
7.30148000,1.25049990,2.49826580
7.30176000,1.24612930,2.24687900
7.30204000,1.23166600,2.33224300
7.30232000,1.32718280,2.36978070
7.30260000,1.34498010,2.37061520
7.30288000,1.29653250,2.39844630
7.30316000,1.23809520,2.22966230
7.30344000,1.22571650,2.32403390
7.30372000,1.25307310,2.35540350
7.30400000,1.25309880,2.38212050
7.30428000,1.23847160,2.35279810
7.30456000,1.23892730,2.30842800
7.30484000,1.23826450,2.30828700
7.30512000,1.21855040,2.35608370
7.30540000,1.27176580,2.26670260
7.30568000,1.24294940,2.40611670
7.30596000,1.25810850,2.46940680
7.30624000,1.26944000,2.58838740
7.30652000,1.32024310,2.51283120
7.30680000,1.30534690,2.36567240
7.30708000,1.37111620,2.29651890
7.30736000,1.33969530,2.39172770
7.30764000,1.35631960,2.53099630
7.30792000,1.33149510,2.36800900
7.30820000,1.33035660,2.44358870
7.30848000,1.35600960,2.33923480
7.30876000,1.30373860,2.33088330
7.30904000,1.26964920,2.26273210
7.30932000,1.26354540,2.36786770
7.30960000,1.35132570,2.31691630
7.30988000,1.31820080,2.50032610
7.31016000,1.26408350,2.40598820
7.31044000,1.29482330,2.43768620
7.31072000,1.28910530,2.46280610
7.31100000,1.31329240,2.34553470
7.31128000,1.36492210,2.31800630
7.31156000,1.31813330,2.38472760
7.31184000,1.23710760,2.45004500
7.31212000,1.21873190,2.45058520
7.31240000,1.23930500,2.31896810
7.31268000,1.25311230,2.30623570
7.31296000,1.25124360,2.43672180
7.31324000,1.23981190,2.34526530
7.31352000,1.19554520,2.54351000
7.31380000,1.18740510,2.33882420
7.31408000,1.24427830,2.31006910
7.31436000,1.25044730,2.41614040
7.31464000,1.24607670,2.18815240
7.31492000,1.23740590,2.42134590
7.31520000,1.22087700,2.41682160
7.31548000,1.23730240,2.38226180
7.31576000,1.22140750,2.40530720
7.31604000,1.24984680,2.42794040
7.31632000,1.19939190,2.32417500
7.31660000,1.24063230,2.57324260
7.31688000,1.26497560,2.43562890
7.31716000,1.27479230,2.50059650
7.31744000,1.30658360,2.32717630
7.31772000,1.28970110,2.38170960
7.31800000,1.31697330,2.31156920
7.31828000,1.36810660,2.47984380
7.31856000,1.33935930,2.37910270
7.31884000,1.27608220,2.12091190
7.31912000,1.31042880,2.30363320
7.31940000,1.31405270,2.36772650
7.31968000,1.27266010,2.38513860
7.31996000,1.26685280,2.31226160
7.32024000,1.30939010,2.39898590
7.32052000,1.36568080,2.30418440
7.32080000,1.37047950,2.34964110
7.32108000,1.31149410,2.36129500
7.32136000,1.40365190,2.60450520
7.32164000,1.35210900,2.37828080
7.32192000,1.34207400,2.35060360
7.32220000,1.36335060,2.45457270
7.32248000,1.32730320,2.22078140
7.32276000,1.28563030,2.33868310
7.32304000,1.29082500,2.38788720
7.32332000,1.26540820,2.35868930
7.32360000,1.28605220,2.32499580
7.32388000,1.35038220,2.40434360
7.32416000,1.32824000,2.42903320
7.32444000,1.28722800,2.33512940
7.32472000,1.33042310,2.44990350
7.32500000,1.35672450,2.35183560
7.32528000,1.37213450,2.32198190
7.32556000,1.37820730,2.30117190
7.32584000,1.35541510,2.47132420
7.32612000,1.33032900,2.65317810
7.32640000,1.40515910,2.41297890
7.32668000,1.41272120,2.35279810
7.32696000,1.38880300,2.46350090
7.32724000,1.33275590,2.50129180
7.32752000,1.29284950,2.45237310
7.32780000,1.28495600,2.46790130
7.32808000,1.29140760,2.54530170
7.32836000,1.23725000,2.16276690
7.32864000,1.18211980,2.32458540
7.32892000,1.13394270,2.21012410
7.32920000,1.15918600,2.51462160
7.32948000,1.14819940,2.46611280
7.32976000,1.15092340,2.20930540
7.33004000,1.10241220,2.49015460
7.33032000,1.04551090,2.43521740
7.33060000,1.03512490,2.33252520
7.33088000,1.07268050,2.48478650
7.33116000,1.08465830,2.43604030
7.33144000,1.07519400,2.30746640
7.33172000,1.03615150,2.45841910
7.33200000,0.99882980,2.29460910
7.33228000,0.96618405,2.40708050
7.33256000,0.93409167,2.42162870
7.33284000,0.94850872,2.42066470
7.33312000,0.91290880,2.36499200
7.33340000,0.89708097,2.47311290
7.33368000,0.86386819,2.15580320
7.33396000,0.85431752,2.33416720
7.33424000,0.84458570,2.30568440
7.33452000,0.84999240,2.39021200
7.33480000,0.82491231,2.18801170
7.33508000,0.82788234,2.36224490
7.33536000,0.81096985,2.36033230
7.33564000,0.79381601,2.63675850
7.33592000,0.79433726,2.32212290
7.33620000,0.82504459,2.41558780
7.33648000,0.79879880,2.39748280
7.33676000,0.74977275,2.44290710
7.33704000,0.79115484,2.49386240
7.33732000,0.84328333,2.33183250
7.33760000,0.81344828,2.31704450
7.33788000,0.79520699,2.34196770
7.33816000,0.79669779,2.34799850
7.33844000,0.82223338,2.28612510
7.33872000,0.86284654,2.25631590
7.33900000,0.87826294,2.32553450
7.33928000,0.88022040,2.58576830
7.33956000,0.88071879,2.55493140
7.33984000,0.88623820,2.62779550
7.34012000,0.90540994,2.46088920
7.34040000,0.92495380,2.43055020
7.34068000,0.95479078,2.28557410
7.34096000,0.98768530,2.23799460
7.34124000,0.98888368,2.29967210
7.34152000,0.98845601,2.47352470
7.34180000,0.99491557,2.38760460
7.34208000,0.97370268,2.43164310
7.34236000,0.93518199,2.57971790
7.34264000,0.95179917,2.41503510
7.34292000,0.97907186,2.13767720
7.34320000,0.92489540,2.21449930
7.34348000,0.90869772,2.20576210
7.34376000,0.92243755,2.30090270
7.34404000,0.92707874,2.37691970
7.34432000,0.89595205,2.48988420
7.34460000,0.84983660,2.33019060
7.34488000,0.80943683,2.41147530
7.34516000,0.79924477,2.40983040
7.34544000,0.75484874,2.42642350
7.34572000,0.73741984,2.47599560
7.34600000,0.78173472,2.38158120
7.34628000,0.75964982,2.36663530
7.34656000,0.73530913,2.49977240
7.34684000,0.73818066,2.48451620
7.34712000,0.72765614,2.34608650
7.34740000,0.73892001,2.44578780
7.34768000,0.70860201,2.38390570
7.34796000,0.72877046,2.45690110
7.34824000,0.69100791,2.38459920
7.34852000,0.68010358,2.48809480
7.34880000,0.68458253,2.27094260
7.34908000,0.72518867,2.50706110
7.34936000,0.69216213,2.39131670
7.34964000,0.66497715,2.49482800
7.34992000,0.68780776,2.40886660
7.35020000,0.69637217,2.48272700
7.35048000,0.74268551,2.24032440
7.35076000,0.74189216,2.38212050
7.35104000,0.77991018,2.38870920
7.35132000,0.77665360,2.25015670
7.35160000,0.75973487,2.40241630
7.35188000,0.79813460,2.35444090
7.35216000,0.76493321,2.48616390
7.35244000,0.76281434,2.23621540
7.35272000,0.76926530,2.38199210
7.35300000,0.80784960,2.31253090
7.35328000,0.82612587,2.26055480
7.35356000,0.80952402,2.37225860
7.35384000,0.81610461,2.46432430
7.35412000,0.82117576,2.47119550
7.35440000,0.84434060,2.55066410
7.35468000,0.86210506,2.36074300
7.35496000,0.86682537,2.48933070
7.35524000,0.84451895,2.40859670
7.35552000,0.83586279,2.44248270
7.35580000,0.84351684,2.42011200
7.35608000,0.82070233,2.39364170
7.35636000,0.77511403,2.44097810
7.35664000,0.78301006,2.41490660
7.35692000,0.78373413,2.21681500
7.35720000,0.80068440,2.36868940
7.35748000,0.82710944,2.28844460
7.35776000,0.83840311,2.34896100
7.35804000,0.81723687,2.42259280
7.35832000,0.82252032,2.50073810
7.35860000,0.82742912,2.38829820
7.35888000,0.82427273,2.27504200
7.35916000,0.84330522,2.39555580
7.35944000,0.81658832,2.39569710
7.35972000,0.83111049,2.18815240
7.36000000,0.86361036,2.22133160
7.36028000,0.89332045,2.39432250
7.36056000,0.91813992,2.17805270
7.36084000,0.88757817,2.30103090
7.36112000,0.89615707,2.31636490
7.36140000,0.91156553,2.29337870
7.36168000,0.92261148,2.42395530
7.36196000,0.89943142,2.33621980
7.36224000,0.88246190,2.23471780
7.36252000,0.86896360,2.32883090
7.36280000,0.89525703,2.22966230
7.36308000,0.89200048,2.28708620
7.36336000,0.85151128,2.28051270
7.36364000,0.87049580,2.33759260
7.36392000,0.87104796,2.39172770
7.36420000,0.83626173,2.38431670
7.36448000,0.83774903,2.20330630
7.36476000,0.86648816,2.28037180
7.36504000,0.86652188,2.25644400
7.36532000,0.88550156,2.29460910
7.36560000,0.90446012,2.12908310
7.36588000,0.93215664,2.41476520
7.36616000,0.91879667,2.44180110
7.36644000,0.86682537,2.30418440
7.36672000,0.85949140,2.35758550
7.36700000,0.84458570,2.18077550
7.36728000,0.85792178,2.37760020
7.36756000,0.87424007,2.43205450
7.36784000,0.84128074,2.32321310
7.36812000,0.82612587,2.27436300
7.36840000,0.80320466,2.30527410
7.36868000,0.76221509,2.39748280
7.36896000,0.77095128,2.36060190
7.36924000,0.73685016,2.34361000
7.36952000,0.75344284,2.34813970
7.36980000,0.73429663,2.36554410
7.37008000,0.69624832,2.33718200
7.37036000,0.74833869,2.32842050
7.37064000,0.73629054,2.25918450
7.37092000,0.73657528,2.16139970
7.37120000,0.70812379,2.23197880
7.37148000,0.69048316,2.21613690
7.37176000,0.65936346,2.25685370
7.37204000,0.66288770,2.34951280
7.37232000,0.69417314,2.21040550
7.37260000,0.71813070,2.44673960
7.37288000,0.73389671,2.31814740
7.37316000,0.73466600,2.37404340
7.37344000,0.75467806,2.31021010
7.37372000,0.77087681,2.50321060
7.37400000,0.78165985,2.29405800
7.37428000,0.79714331,2.36306650
7.37456000,0.80514859,2.37376090
7.37484000,0.82741774,2.14325860
7.37512000,0.81521570,2.28448490
7.37540000,0.78648289,2.40736320
7.37568000,0.74106643,2.48080920
7.37596000,0.69120377,2.26191240
7.37624000,0.67894751,2.28188370
7.37652000,0.64332168,2.30637670
7.37680000,0.64469491,2.26396160
7.37708000,0.63877687,2.16276690
7.37736000,0.64553800,2.22078140
7.37764000,0.66748606,2.29789040
7.37792000,0.65437251,2.27764270
7.37820000,0.66412453,2.23457700
7.37848000,0.66056745,2.36868940
7.37876000,0.64278001,2.33320510
7.37904000,0.61329070,2.29856970
7.37932000,0.64650190,2.42259280
7.37960000,0.68703749,2.35745710
7.37988000,0.70813353,2.39226720
7.38016000,0.70567134,2.35060360
7.38044000,0.71353750,2.32430320
7.38072000,0.70581723,2.21300250
7.38100000,0.76897572,2.33607870
7.38128000,0.78870328,2.44523480
7.38156000,0.75044188,2.39048180
7.38184000,0.74346927,2.16890110
7.38212000,0.77554471,2.30842800
7.38240000,0.78978798,2.33786200
7.38268000,0.77695540,2.38719360
7.38296000,0.77304768,2.30473570
7.38324000,0.77388707,2.28913660
7.38352000,0.76722714,2.31144100
7.38380000,0.76767720,2.40736320
7.38408000,0.79782962,2.19633610
7.38436000,0.78496716,2.25412620
7.38464000,0.74476267,2.62434770
7.38492000,0.74528206,2.27463200
7.38520000,0.75671420,2.39021200
7.38548000,0.77885302,2.24086200
7.38576000,0.79035189,2.35169440
7.38604000,0.84038113,2.29897990
7.38632000,0.88795266,2.35458210
7.38660000,0.87717739,2.30897930
7.38688000,0.84903372,2.24714790
7.38716000,0.87434158,2.33156310
7.38744000,0.91228923,2.25576530
7.38772000,0.88907756,2.33471890
7.38800000,0.90058456,2.36622450
7.38828000,0.89427733,2.26766330
7.38856000,0.90191064,2.34293000
7.38884000,0.87073227,2.35881770
7.38912000,0.84614563,2.34307110
7.38940000,0.87347358,2.42518940
7.38968000,0.90749429,2.27053260
7.38996000,0.86636383,2.27039170
7.39024000,0.87667980,2.22296950
7.39052000,0.89543957,2.27778370
7.39080000,0.85612991,2.38939000
7.39108000,0.85773182,2.50815580
7.39136000,0.80904196,2.44248270
7.39164000,0.80975381,2.39734150
7.39192000,0.82683325,2.44537630
7.39220000,0.85308777,2.43988510
7.39248000,0.82953982,2.26465330
7.39276000,0.82343506,2.33156310
7.39304000,0.81098114,2.25111710
7.39332000,0.79730645,2.32280270
7.39360000,0.79913659,2.33142200
7.39388000,0.80010639,2.33156310
7.39416000,0.74309918,2.26861120
7.39444000,0.71329725,2.28461300
7.39472000,0.72885416,2.40968900
7.39500000,0.72924316,2.35101430
7.39528000,0.70312990,2.36170580
7.39556000,0.76464428,2.27408110
7.39584000,0.74538834,2.24988790
7.39612000,0.74817853,2.39487490
7.39640000,0.75411324,2.14830410
7.39668000,0.82283930,2.30049250
7.39696000,0.87652208,2.33361560
7.39724000,0.88322195,2.26246310
7.39752000,0.88875930,2.39117540
7.39780000,0.95366835,2.32772780
7.39808000,0.96489125,2.37527600
7.39836000,0.96415219,2.24182210
7.39864000,0.95781029,2.29707010
7.39892000,0.96172326,2.35019290
7.39920000,0.92319927,2.30404340
7.39948000,0.88922553,2.29405800
7.39976000,0.91749629,2.24442090
7.40004000,0.94184788,2.31568530
7.40032000,0.97286599,2.32786890
7.40060000,1.01902370,2.23062220
7.40088000,1.03911490,2.29145630
7.40116000,0.99815060,2.19989140
7.40144000,0.98182515,2.36745690
7.40172000,0.96004752,2.21723720
7.40200000,0.93006172,2.25603420
7.40228000,0.89926032,2.15457670
7.40256000,0.92076697,2.42615350
7.40284000,0.91978701,2.35594260
7.40312000,0.94885832,2.37376090
7.40340000,1.00374030,2.21423060
7.40368000,1.00077140,2.25220540
7.40396000,1.01254940,2.27094260
7.40424000,1.03789220,2.30869720
7.40452000,1.08185230,2.25986320
7.40480000,1.09362520,2.13645120
7.40508000,1.07083020,2.19483990
7.40536000,1.10345280,2.15757920
7.40564000,1.11864930,2.29473730
7.40592000,1.14958590,2.42148730
7.40620000,1.11970890,2.10646290
7.40648000,1.07237390,2.42958600
7.40676000,1.02893420,2.21012410
7.40704000,1.04126930,2.32883090
7.40732000,1.07305940,2.47654900
7.40760000,1.04371630,2.25275600
7.40788000,1.09411950,2.52479870
7.40816000,1.04093020,2.31896810
7.40844000,0.97720599,2.37554570
7.40872000,0.97349072,2.33937590
7.40900000,0.97859945,2.49524000
7.40928000,0.93930242,2.25207740
7.40956000,0.98575402,2.33060110
7.40984000,0.96052728,2.34334060
7.41012000,0.97890589,2.29610870
7.41040000,0.97064103,2.25070730
7.41068000,0.94445390,2.36033230
7.41096000,0.91839332,2.24550910
7.41124000,0.92601603,2.39555580
7.41152000,0.92081231,2.50706110
7.41180000,1.00817110,2.23389870
7.41208000,0.99566405,2.21627760
7.41236000,1.02498500,2.29050790
7.41264000,1.00693990,2.27326120
7.41292000,1.00053360,2.27067360
7.41320000,0.96885218,2.29624970
7.41348000,0.97573047,2.33238410
7.41376000,0.94530358,2.25932540
7.41404000,0.89279685,2.35936960
7.41432000,0.87749400,2.24291030
7.41460000,0.85193617,2.22843370
7.41488000,0.83497586,2.31855770
7.41516000,0.78853068,2.30117190
7.41544000,0.79222967,2.21613690
7.41572000,0.81598422,2.24565000
7.41600000,0.82141819,2.33389780
7.41628000,0.83245002,2.35169440
7.41656000,0.80009515,2.21286170
7.41684000,0.83660566,2.13276060
7.41712000,0.88036779,2.28872650
7.41740000,0.87561830,2.25138590
7.41768000,0.82705358,2.26725340
7.41796000,0.80671222,2.37472390
7.41824000,0.81623736,2.43109020
7.41852000,0.85939057,2.31445430
7.41880000,0.89944318,2.37129570
7.41908000,0.87899824,2.29255850
7.41936000,0.87888486,2.11013850
7.41964000,0.87654430,2.37088480
7.41992000,0.88580766,2.40570560
7.42020000,0.85306473,2.22092210
7.42048000,0.84411847,2.30418440
7.42076000,0.87694022,2.40681060
7.42104000,0.84728160,2.28379290
7.42132000,0.86556534,2.32581670
7.42160000,0.85100905,2.08412230
7.42188000,0.85999560,2.26930290
7.42216000,0.88783988,2.29856970
7.42244000,0.87205126,2.08889310
7.42272000,0.87024775,2.17517660
7.42300000,0.86450920,2.33320510
7.42328000,0.82673292,2.20684940
7.42356000,0.77095128,2.21887490
7.42384000,0.81284509,2.28899570
7.42412000,0.81958983,2.39844630
7.42440000,0.84192653,2.19537700
7.42468000,0.84358356,2.27942360
7.42496000,0.85317678,2.37828080
7.42524000,0.89958007,2.33238410
7.42552000,0.93800136,2.28543310
7.42580000,0.93825694,2.38624320
7.42608000,0.95757561,2.33663040
7.42636000,0.98963032,2.13249240
7.42664000,0.94826404,2.30856900
7.42692000,0.92480348,2.36704610
7.42720000,0.94974457,2.24646930
7.42748000,0.89043096,2.28735530
7.42776000,0.91287437,2.20083780
7.42804000,0.93496149,2.31088970
7.42832000,0.92614262,2.34142880
7.42860000,0.95375046,2.34608650
7.42888000,0.96617195,2.30103090
7.42916000,1.00443220,2.30445370
7.42944000,1.02237470,2.43699180
7.42972000,1.01884270,2.34457240
7.43000000,1.00158190,2.35361950
7.43028000,1.02230260,2.24209100
7.43056000,0.97862268,2.27395300
7.43084000,0.98274805,2.25043840
7.43112000,0.97864591,2.22966230
7.43140000,0.91903828,2.30172310
7.43168000,0.87393555,2.40749160
7.43196000,0.95002548,2.17887080
7.43224000,0.93209914,2.34580420
7.43252000,0.89581537,2.23007190
7.43280000,0.90275658,2.43672180
7.43308000,0.86746725,2.29569860
7.43336000,0.87692858,2.29583960
7.43364000,0.87697410,2.14517450
7.43392000,0.89896413,2.33047280
7.43420000,0.92655923,2.23840420
7.43448000,0.89394659,2.38527990
7.43476000,0.89603213,2.27436300
7.43504000,0.90720883,2.09448100
7.43532000,0.91769141,2.20971470
7.43560000,0.93628368,2.28243470
7.43588000,0.99202735,2.51241900
7.43616000,0.98464146,2.37211740
7.43644000,0.93285211,2.21873420
7.43672000,0.87704186,2.40241630
7.43700000,0.86223966,2.37143690
7.43728000,0.85974979,2.43836770
7.43756000,0.82804793,2.31540320
7.43784000,0.85863978,2.29897990
7.43812000,0.82815867,2.34744670
7.43840000,0.78782620,2.13835410
7.43868000,0.81539160,2.21887490
7.43896000,0.81156223,2.22078140
7.43924000,0.78716559,2.30692800
7.43952000,0.76923312,2.18077550
7.43980000,0.76740896,2.36320770
7.44008000,0.75829345,2.22952150
7.44036000,0.72294529,2.08453050
7.44064000,0.73441316,2.14626030
7.44092000,0.73175736,2.27094260
7.44120000,0.75409228,2.12704010
7.44148000,0.83049079,2.40393240
7.44176000,0.83310350,2.24237260
7.44204000,0.82103238,2.23553700
7.44232000,0.83792579,2.27791180
7.44260000,0.81461097,2.33950420
7.44288000,0.83245002,2.25398530
7.44316000,0.87830849,2.23348910
7.44344000,0.87171326,2.38719360
7.44372000,0.85028312,2.25945340
7.44400000,0.85196966,2.31650600
7.44428000,0.81977744,2.25002870
7.44456000,0.76114532,2.46652450
7.44484000,0.73706080,2.25644400
7.44512000,0.75660730,2.12567400
7.44540000,0.74811487,2.33909370
7.44568000,0.74915660,2.09406000
7.44596000,0.74458196,2.12730830
7.44624000,0.76435538,2.29350690
7.44652000,0.73175736,2.36526160
7.44680000,0.72135278,2.33006230
7.44708000,0.74781748,2.28475400
7.44736000,0.72130080,2.20494350
7.44764000,0.72001349,2.28557410
7.44792000,0.75933965,2.21368050
7.44820000,0.74752013,2.22037190
7.44848000,0.74359629,2.22105010
7.44876000,0.74414812,2.16290750
7.44904000,0.79192557,2.30651770
7.44932000,0.77830345,2.22433870
7.44960000,0.77071580,2.16767420
7.44988000,0.71868496,2.27600280
7.45016000,0.70631528,2.36458120
7.45044000,0.69703317,2.20739940
7.45072000,0.74262203,2.24701990
7.45100000,0.76417284,2.25316580
7.45128000,0.74717014,2.24032440
7.45156000,0.72159407,2.17709400
7.45184000,0.72699397,2.23348910
7.45212000,0.72000271,2.23758500
7.45240000,0.74483715,2.11736300
7.45268000,0.75219744,2.26889300
7.45296000,0.71875841,2.02561400
7.45324000,0.67180057,2.17832110
7.45352000,0.69539030,2.26301380
7.45380000,0.68285971,2.07759200
7.45408000,0.68778754,2.15240480
7.45436000,0.71294279,1.95970500
7.45464000,0.79323994,2.14530220
7.45492000,0.84307173,2.26273210
7.45520000,0.86567804,2.10564610
7.45548000,0.85362400,2.35881770
7.45576000,0.83464361,2.05172270
7.45604000,0.79301200,2.29596770
7.45632000,0.76434435,2.22638610
7.45660000,0.72442323,2.23553700
7.45688000,0.69923565,2.28366480
7.45716000,0.70630458,2.19402150
7.45744000,0.67275909,2.14203240
7.45772000,0.65491690,2.16399370
7.45800000,0.64387290,2.22952150
7.45828000,0.66128644,2.26342370
7.45856000,0.71607277,2.19019820
7.45884000,0.70889328,2.23156930
7.45912000,0.77387598,2.25685370
7.45940000,0.76686254,2.05336700
7.45968000,0.80131673,2.14244110
7.45996000,0.81367851,2.15826920
7.46024000,0.80164370,2.08194120
7.46052000,0.82282794,2.32116110
7.46080000,0.82394217,2.30062070
7.46108000,0.77261755,2.38596060
7.46136000,0.72111250,2.34319940
7.46164000,0.72801340,2.30473570
7.46192000,0.77803376,2.12226510
7.46220000,0.80349920,2.22556710
7.46248000,0.80905324,2.25248710
7.46276000,0.76600505,2.15745140
7.46304000,0.79072080,2.23322030
7.46332000,0.77782875,2.19756380
7.46360000,0.75630860,2.26492220
7.46388000,0.76836455,2.31431320
7.46416000,0.71922860,2.27176240
7.46444000,0.73459193,2.27299220
7.46472000,0.72099679,2.37760020
7.46500000,0.70786379,2.20535280
7.46528000,0.69029799,2.22939360
7.46556000,0.69160616,2.34526530
7.46584000,0.69595904,2.08507900
7.46612000,0.68956714,2.33224300
7.46640000,0.67432878,2.14421650
7.46668000,0.67290139,2.24468980
7.46696000,0.69774573,2.31923740
7.46724000,0.66867564,2.14231340
7.46752000,0.65357608,2.21859340
7.46780000,0.67825192,2.22160030
7.46808000,0.68774613,2.23361710
7.46836000,0.67693335,2.26109270
7.46864000,0.66424617,2.37102610
7.46892000,0.71047419,2.23539620
7.46920000,0.73403297,2.31006910
7.46948000,0.70078789,2.23021260
7.46976000,0.71590554,2.27408110
7.47004000,0.70246572,2.34978230
7.47032000,0.73189445,2.29118710
7.47060000,0.71750418,2.35951080
7.47088000,0.70843545,2.53800660
7.47116000,0.71053660,2.21272100
7.47144000,0.71508132,2.28243470
7.47172000,0.71546747,2.31349260
7.47200000,0.68432587,2.24360160
7.47228000,0.79394631,2.27231330
7.47256000,0.78144333,2.39844630
7.47284000,0.73667020,2.28229370
7.47312000,0.70700129,2.35101430
7.47340000,0.68774613,2.30869720
7.47368000,0.67245258,2.49633440
7.47396000,0.66283643,2.13357790
7.47424000,0.63197264,2.28557410
7.47452000,0.65217496,2.23895470
7.47480000,0.63882650,2.08685210
7.47508000,0.67618689,2.30869720
7.47536000,0.67772993,2.43384160
7.47564000,0.65097585,2.11136380
7.47592000,0.63796707,2.19347160
7.47620000,0.61147958,2.03690170
7.47648000,0.60684432,2.18596610
7.47676000,0.60446330,2.19496780
7.47704000,0.61974215,2.29501930
7.47732000,0.66973351,2.19715460
7.47760000,0.63075879,2.24755760
7.47788000,0.62031533,2.08903350
7.47816000,0.61473828,2.02017510
7.47844000,0.64080726,2.11313790
7.47872000,0.61582225,2.15676150
7.47900000,0.66828886,2.12240560
7.47928000,0.68939171,2.35540350
7.47956000,0.70974595,2.16767420
7.47984000,0.75053748,2.41174510
7.48012000,0.75927562,2.24483060
7.48040000,0.74791296,2.21300250
7.48068000,0.73880419,2.26533210
7.48096000,0.75134636,2.22186900
7.48124000,0.75351665,2.33745150
7.48152000,0.76960922,2.39048180
7.48180000,0.77199417,2.44468180
7.48208000,0.79124126,2.10727970
7.48236000,0.79123109,2.12799770
7.48264000,0.74856154,2.27463200
7.48292000,0.73870916,2.18282100
7.48320000,0.71208865,2.30828700
7.48348000,0.67409463,2.33648930
7.48376000,0.65973784,2.19592690
7.48404000,0.63705850,2.20234700
7.48432000,0.64444404,2.15022030
7.48460000,0.62036441,2.17231350
7.48488000,0.60639337,2.11436330
7.48516000,0.61180479,2.30774850
7.48544000,0.64068726,2.14654130
7.48572000,0.64978888,2.13645120
7.48600000,0.64893334,2.24045240
7.48628000,0.62979449,2.06792590
7.48656000,0.63667875,2.30404340
7.48684000,0.64626017,2.27627190
7.48712000,0.67217762,2.23307950
7.48740000,0.67690272,2.23197880
7.48768000,0.64454457,2.21286170
7.48796000,0.59995592,2.16344420
7.48824000,0.60789459,2.27586190
7.48852000,0.59923349,2.21149290
7.48880000,0.60586450,2.19592690
7.48908000,0.64183885,2.29707010
7.48936000,0.66063858,2.19306250
7.48964000,0.62531568,2.22761470
7.48992000,0.60957292,2.22446660
7.49020000,0.58944428,2.21026480
7.49048000,0.59306769,2.12132040
7.49076000,0.58608208,2.31499280
7.49104000,0.59049325,2.29132810
7.49132000,0.58325824,2.16863270
7.49160000,0.59889160,2.25890270
7.49188000,0.64833057,2.19524910
7.49216000,0.66749558,2.25685370
7.49244000,0.64489601,2.18269310
7.49272000,0.64454457,2.31445430
7.49300000,0.66935699,2.19005750
7.49328000,0.62862130,2.23416750
7.49356000,0.61042793,2.25316580
7.49384000,0.58878562,2.20821810
7.49412000,0.59549030,2.10319590
7.49440000,0.56369808,2.26943100
7.49468000,0.57601845,2.16795530
7.49496000,0.55241337,2.23007190
7.49524000,0.56365071,2.28284470
7.49552000,0.56133395,2.20398420
7.49580000,0.55964816,2.17300370
7.49608000,0.56019115,2.27285130
7.49636000,0.58013048,2.21777460
7.49664000,0.59943830,2.27532380
7.49692000,0.59464316,2.08140550
7.49720000,0.60954348,2.02194550
7.49748000,0.63100764,2.14640080
7.49776000,0.60217369,2.05037170
7.49804000,0.59542189,2.20903680
7.49832000,0.57764465,2.12595490
7.49860000,0.54208796,2.04464930
7.49888000,0.51340746,2.15539440
7.49916000,0.52748605,2.08344630
7.49944000,0.52728104,2.18323010
7.49972000,0.51527135,2.28243470
7.50000000,0.48918533,2.30856900
7.50028000,0.48121322,2.07541120
7.50056000,0.52528918,2.04315830
7.50084000,0.52261385,2.02575420
7.50112000,0.55118329,2.03527080
7.50140000,0.54942374,2.25986320
7.50168000,0.54534553,2.25138590
7.50196000,0.56713689,2.27436300
7.50224000,0.57116888,2.37404340
7.50252000,0.54826157,2.13712800
7.50280000,0.54947067,2.10060550
7.50308000,0.51676872,2.14217290
7.50336000,0.55176051,2.14776760
7.50364000,0.53684834,2.21832470
7.50392000,0.53474961,2.08671180
7.50420000,0.59770192,1.99108140
7.50448000,0.60986830,2.14967100
7.50476000,0.60386630,2.19073520
7.50504000,0.59476988,2.08752820
7.50532000,0.59437059,2.01092920
7.50560000,0.61280846,2.13330970
7.50588000,0.62162077,2.24264140
7.50616000,0.63599990,2.18009800
7.50644000,0.65572434,2.27791180
7.50672000,0.62392750,2.09679040
7.50700000,0.58122028,2.02003500
7.50728000,0.56733846,2.12377160
7.50756000,0.56201057,2.07812770
7.50784000,0.53603288,2.33211470
7.50812000,0.58645027,2.27190330
7.50840000,0.56260085,2.11505260
7.50868000,0.57543113,2.13808590
7.50896000,0.56401274,2.21053340
7.50924000,0.53248665,2.04996380
7.50952000,0.52243735,2.21464000
7.50980000,0.54407359,2.23130050
7.51008000,0.59327171,2.14721830
7.51036000,0.58168409,2.26547300
7.51064000,0.57949465,2.20070990
7.51092000,0.55635866,2.36827860
7.51120000,0.54748671,2.17000020
7.51148000,0.55584637,2.20617140
7.51176000,0.52440614,2.09488930
7.51204000,0.54889432,2.26096470
